device_id,licence_number,registration_id,radcom_access_id,radcom_registration_id,freq_centre,bandwidth,freq_lower,freq_upper,occupied_bw,service_type,service_subtype,licence_subtype,height,latitude,longitude,site_id,site_name,state,client,industry,emission_designator,tx_rx,power_watts,eirp_watts,simplex_duplex,azimuth,antenna_gain,antenna_manufacturer,antenna_model,multi_antenna,antenna_size,antenna_tilt,antenna_type,date_authorised,date_issued,date_effective,date_expires,licence_status
331705693,9867483,10307768,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-37.859231,140.757389,9018788,NBN Co Site 21444 Riddoch Highway MOORAK,SA ,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,150,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,9/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331705738,9867483,10089465,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,22.5,-37.055978,146.088507,36810,Telstra Exchange 45 Hunter St MANSFIELD,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,180,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331705783,9867483,10275959,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-35.959135,146.889159,9019700,NBN Co Site Dight St JINDERA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,180,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,9/8/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331705988,9867483,10305227,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,45,-38.278652,142.473039,9019721,NBN Co Site 476 Ibbs Lane MAILORS FLAT,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,30,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,3/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331706411,9867483,10104838,,,3435000000,19900000,3425050000,3444950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-37.515329,143.809009,9015336,NBN Co Site 10 Morang Crescent MITCHELL PARK,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,120,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,21/9/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331706446,9867483,9996853,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-36.229948,145.560267,9018139,NBN Co Site 238-240 Hickey Road KATANDRA WEST,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,20,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,27/4/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331706518,9867483,9972017,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-35.737485,143.905791,9023022,NBN Co Site 91 Murray Valley Highway KERANG,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8593,X,105,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,30/3/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331707046,9867483,10082262,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,25,-38.389283,142.629618,9007522,Telstra Site Watermark Rd BREEZA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,15,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,2/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331707119,9867483,10089457,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40.5,-38.115524,147.069841,130188,Dyers Transport Premises 11 Stephenson Street SALE,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,270,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331707359,9867483,10001142,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,45,-37.843747,147.567317,9022858,NBN Co Site 910 Princes Highway BAIRNSDALE,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,12709.25,X,80,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,11/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331707894,9867483,9996844,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,47,-36.507514,145.975609,9001951,Telstra Site Cnr Midland Highway & Gardner Road BENALLA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,130,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,27/4/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331708018,9867483,10076472,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-20.089388,146.252707,150286,Monopole  Broadcast Australia Site off Blackjack Rd TOWERS HILL,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,240,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,21/7/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331708715,9867483,10327250,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-34.284077,142.144824,9023045,NBN Co Site 397 Dairtnunk Avenue CARDROSS,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,330,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,6/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331708894,9867483,10133914,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,54.5,-36.066459,143.213341,305488,Optus Site Farmland Birchip-Wycheproof Rd WYCHEPROOF,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,130,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,8/11/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331709582,9867483,10061430,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,61,-29.701818,152.941783,134271,Optus Site Grafton Bent St GRAFTON,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,12709.25,X,320,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,21/6/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331710242,9867483,10076435,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-20.089388,146.252707,150286,Monopole  Broadcast Australia Site off Blackjack Rd TOWERS HILL,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,335,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,21/7/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331710645,9867483,10126112,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,32,-34.694583,135.830562,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,SA ,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,12709.25,X,25,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,25/10/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331710924,9867483,9944472,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-30.743914,150.698715,9019226,NBN Co Site 107 Wimborne Road MANILLA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,60,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/3/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331710958,9867483,10089529,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,22.6,-33.424754,149.634698,9013238,Optus Tower  Raglan Off Great Western Hwy RAGLAN,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,110,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331711038,9867483,10335504,,,3475000000,19900000,3465050000,3484950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,32,-41.261899,147.1078,33880,Telstra Radio Terminal MT DISMAL,TAS,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,240,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,20/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331711081,9867483,10283744,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-20.089506,146.252889,9026975,NBN Co Site 91 Rainbow Road TOWERS HILL,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,70,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331711429,9867483,10281474,,,3435000000,19900000,3425050000,3444950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-37.628804,144.107073,9015649,NBN Co Site 15 Water Tank Road East MOUNT EGERTON,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,330,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,18/8/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331711458,9867483,10091704,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,13.5,-31.0438,150.89473,9018070,NBN Co Site 383 Browns Lane OXLEY VALE,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,240,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,30/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331711485,9867483,10327327,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-36.303902,145.427803,9018141,NBN Co Site 907 Goulburn Valley Highway CONGUPNA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,20,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,6/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331711612,9867483,10327313,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-36.464584,145.427153,9017621,NBN Co Site 260 Central Kialla Road KIALLA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,55,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,6/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331711722,9867483,9978102,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,50,-36.494993,145.322274,9018129,NBN Co Site 102 Bitcon Road TOOLAMBA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,65,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,6/4/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331712558,9867483,10307775,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-37.859231,140.757389,9018788,NBN Co Site 21444 Riddoch Highway MOORAK,SA ,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,210,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,9/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331713044,9867483,10089473,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,22.5,-37.055978,146.088507,36810,Telstra Exchange 45 Hunter St MANSFIELD,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,280,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331713067,9867483,10004202,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-28.23371,151.991293,9017644,NBN Co Site 454 Bracker Road ROSENTHAL HEIGHTS,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,330,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,17/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331713939,9867483,10327254,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-34.284077,142.144824,9023045,NBN Co Site 397 Dairtnunk Avenue CARDROSS,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,180,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,6/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331714069,9867483,9993856,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,35,-36.020066,146.961523,9813,Allcom Site One Tree Hill ALBURY,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,190,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,19/4/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331714244,9867483,10305267,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,50,-33.583914,148.667849,131897,CDMA Telstra Canowindra Off George Russel Drive CANOWINDRA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,80,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,3/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331714350,9867483,10310119,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-37.866264,140.830516,9019056,NBN Co Site Lot 101 Yahl Road YAHL,SA ,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,190,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,16/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331714687,9867483,10001141,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,45,-37.843747,147.567317,9022858,NBN Co Site 910 Princes Highway BAIRNSDALE,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,80,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,11/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331714776,9867483,10091683,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40.5,-29.743211,151.754431,6948,Telstra Radio Terminal Martins Lookout GLEN INNES,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,310,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,30/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331714786,9867483,10003251,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-33.155122,148.173185,9023091,NBN Co Site 104 Back Yamma Road PARKES,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,95,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,16/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331715040,9867483,9944474,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-30.743914,150.698715,9019226,NBN Co Site 107 Wimborne Road MANILLA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8593,X,125,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/3/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331715692,9867483,10303240,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,35,-21.357255,149.297609,133070,Telstra Site Grasstree Beach Rd GRASSTREE BEACH,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,225,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,26/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331716504,9867483,10288580,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,47,-30.127274,153.180889,55338,Optus Site off Greys Rd South West WOOLGOOLGA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,20,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331716966,9867483,10305166,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-34.264464,146.114023,9019248,NBN Co Site 576 Rossetto Road BEELBANGERA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,90,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,3/10/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331717014,9867483,10077799,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-34.298541,146.061496,9019251,NBN Co Site 2132 Oakes Road YOOGALI,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,12709.25,X,50,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,26/7/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331717315,9867483,10288598,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-34.591509,146.411243,9020311,NBN Co Site Lot 224 Research Rd YANCO,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,145,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331717605,9867483,10003865,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,26.6,-34.442134,147.544404,36715,Telstra Site Hospital Hill TEMORA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,295,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,17/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331717676,9867483,10082266,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,25,-38.389283,142.629618,9007522,Telstra Site Watermark Rd BREEZA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,195,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,2/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331717695,9867483,10091691,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40.5,-29.743211,151.754431,6948,Telstra Radio Terminal Martins Lookout GLEN INNES,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,195,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,30/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331717873,9867483,10089523,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,27,-31.144625,150.982466,250491,CMTS Site Farrer Ag High School Calala Lane TAMWORTH,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,0,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331718079,9867483,10335265,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,32,-41.261899,147.1078,33880,Telstra Radio Terminal MT DISMAL,TAS,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,240,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,20/11/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331718118,9867483,10003175,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,33,-29.457314,153.213724,8216,Broadcast/Comm Site Lookout Rd MACLEAN,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,110,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,16/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331718246,9867483,10288592,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,47,-30.127274,153.180889,55338,Optus Site off Greys Rd South West WOOLGOOLGA,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,12709.25,X,140,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,4/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331719392,9867483,10126129,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,40,-20.053721,148.223984,9017725,NBN Co Site 53 Lodge Road BOWEN,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,105,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,25/10/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331719410,9867483,10004139,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,35.5,-21.393739,149.23792,480327,CMTS Site Sarina Beach Rd SARINA,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,135,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,17/5/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331719949,9867483,10288564,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-37.895387,146.793445,9011111,Telstra RBS Site 168 Ryans Rd COONGULLA,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,265,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331720685,9867483,10055192,,,3435000000,19900000,3425050000,3444950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,35,-36.020066,146.961523,9813,Allcom Site One Tree Hill ALBURY,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,190,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,8/6/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331720824,9867483,10130992,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30.2,-33.352866,149.185857,10725,Tottens Hill ORANGE,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,290,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,2/11/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331721054,9867483,10089468,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-35.224147,146.720499,9018994,NBN Co Site Intersection of O'Connell St and Drummond St LOCKHART,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,270,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331721431,9867483,10111301,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,30,-38.317198,142.377837,51181,Broadcast/Comm Site Spencer Rd TOWER HILL,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,0,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/10/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331721580,9867483,10089496,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,20,-31.113331,150.864272,9015382,Murroon Water Reservoir Country Road off Oxley Highway WESTDALE,NSW,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,30,19.6,ALPHA WIRELESS,AW3497, ,0.8,0,Panel (1 sector)-R,23/8/2016,9/12/2015,14/12/2015,13/12/2030,Granted
331721612,9867483,10303229,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,20,-20.004832,148.235716,19238,Bowen Shire Council Site Bowen Hill BOWEN,QLD,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,20,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,26/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331722246,9867483,10288576,,,3455000000,19900000,3445050000,3464950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,35,-41.210933,146.327133,700258,Vodafone Site KELCEY TIER,TAS,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,T,160,8592.509,X,70,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,4/9/2017,9/12/2015,14/12/2015,13/12/2030,Granted
331722348,9867483,10051970,,,3560000000,19900000,3550050000,3569950000,19900000,Spectrum,Device Registration (Spectrum Licences),3.4 GHz Band,45,-36.681612,142.233577,9018937,NBN Co Site Corner of Gatehouse Rd and Henty Hwy DOOEN,VIC,NBN Co Spectrum Pty Ltd,Communications Services,19M9W7DEW,R,,,X,130,17.5,ARGUS,SSPX310R, ,0.75,0,Panel (1 sector)-R,2/6/2016,9/12/2015,14/12/2015,13/12/2030,Granted
